"Index","Open","High","Low","Close","Volume"
1970-01-02,271.5,271.65,271.41,271.44,33954
1970-01-03,271.32,271.8,271.29,271.56,49776
1970-01-04,271.83,271.92,271.47,271.53,45798
1970-01-05,271.89,272.28,271.86,272.19,65748
1970-01-06,272.25,272.43,272.19,272.34,49773
1970-01-07,272.85,272.85,272.55,272.67,66180
1970-01-08,272.58,272.61,272.43,272.58,50109
1970-01-09,272.46,272.55,272.07,272.13,61200
1970-01-10,272.13,272.34,272.04,272.22,38646
1970-01-11,272.43,272.79,272.43,272.64,59553
1970-01-12,272.61,272.76,272.52,272.64,43884
1970-01-13,272.64,272.97,272.64,272.85,51204
1970-01-14,273.21,273.42,273.15,273.39,50802
1970-01-15,273.39,273.45,273.33,273.36,10833
1970-01-16,273.36,273.72,273.21,273.66,44307
1970-01-17,273.84,273.9,273.66,273.66,44412
1970-01-18,273.72,274.14,273.6,274.08,61593
1970-01-19,273.99,274.11,273.78,273.84,54048
1970-01-20,273.69,273.84,273.45,273.72,56487
1970-01-21,273.54,273.81,273.33,273.66,58530
1970-01-22,273.96,274.02,273.51,273.57,57711
1970-01-23,273.45,273.72,273.12,273.21,68790
1970-01-24,273,273,272.28,272.34,105177
1970-01-25,272.28,272.67,272.19,272.55,64329
1970-01-26,272.82,272.85,272.52,272.64,62913
1970-01-27,272.76,272.91,272.28,272.31,60861
1970-01-28,272.49,272.49,271.92,271.98,79626
1970-01-29,271.77,272.25,271.56,272.13,97740
1970-01-30,272.28,272.4,271.8,271.89,62082
1970-01-31,271.71,271.86,271.65,271.83,16455
1970-02-01,271.65,272.04,271.65,271.89,67239
1970-02-02,272.13,272.46,272.01,272.43,54858
1970-02-03,272.34,272.52,272.07,272.13,53154
1970-02-04,272.1,272.37,271.98,272.34,37689
1970-02-05,272.28,272.28,271.89,271.92,53970
1970-02-06,271.68,271.74,271.41,271.56,56595
1970-02-07,271.59,271.74,271.2,271.29,51348
1970-02-08,271.35,271.5,271.29,271.47,22092
1970-02-09,271.62,271.77,271.47,271.74,23235
1970-02-10,271.68,271.68,271.05,271.08,30105
1970-02-11,271.17,271.23,270.9,270.93,22470
1970-02-12,271.08,271.11,270.45,270.48,23535
1970-02-13,270.75,270.93,270.33,270.42,20631
1970-02-14,270.45,270.84,270.45,270.72,12990
1970-02-15,270.96,270.96,270.42,270.48,14655
1970-02-16,270.57,270.6,270.39,270.54,9591
1970-02-17,270.84,271.35,270.81,271.35,12456
1970-02-18,271.59,271.8,271.56,271.77,7890
1970-02-19,271.71,271.83,271.56,271.83,7425
1970-02-20,271.89,271.89,271.35,271.35,10998
1970-02-21,271.35,271.5,271.05,271.44,7440
1970-02-22,270.99,271.68,270.99,271.59,8277
1970-02-23,271.83,271.86,271.77,271.86,8187
1970-02-24,267.87,268.05,267.75,268.02,89376
1970-02-25,268.44,269.1,268.44,269.07,120087
1970-02-26,269.04,269.61,269.04,269.28,107985
1970-02-27,269.4,269.61,268.98,269.04,65817
1970-02-28,268.92,269.43,268.8,269.34,68949
1970-03-01,269.58,270.12,269.43,270.09,95664
1970-03-02,269.82,270.45,269.73,270.12,100452
